clean_comment,BATTERY_Negative,BATTERY_Neutral,BATTERY_Positive,CAMERA_Negative,CAMERA_Neutral,CAMERA_Positive,DESIGN_Negative,DESIGN_Neutral,DESIGN_Positive,FEATURES_Negative,FEATURES_Neutral,FEATURES_Positive,GENERAL_Negative,GENERAL_Neutral,GENERAL_Positive,PERFORMANCE_Negative,PERFORMANCE_Neutral,PERFORMANCE_Positive,PRICE_Negative,PRICE_Neutral,PRICE_Positive,SCREEN_Negative,SCREEN_Neutral,SCREEN_Positive,SER&ACC_Negative,SER&ACC_Neutral,SER&ACC_Positive,STORAGE_Negative,STORAGE_Neutral,STORAGE_Positive
máy tốt mà hoạt_động bình_thường pin trâu lắm ae phân_vân cứ mua nhé ok,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy này tốt màn đẹp gia_công cực tốt nhẹ cầm lâu nằm xem phim không mỏi tay hiệu_năng tầm này là dc không cần cao quá để bù_trừ thứ khác có thương_hiệu icon ứng_dụng nhìn dễ_chịu nói trung_là không phải chê máy tàu do trung_sản_xuất nó chỉ dc cái quảng_cáo nào cấu_hình khủng_sài củ đi một cái là sọt rác mất hứng_thú ngay không dc như samsung hay iphone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
bắt sóng wifi quá kém pin tốt_sài vô_tư_mong có phần_mềm khắc_phục sóng wifi,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iphone 1 mới đón e nó về hôm mùng 6 tết_dung duoc 03 ngay cam nhan_máy đẹp pin rất ok trải_nghiệm nhanh_mượt màn_hình với tôi thì quá ok rồi camera rất tốt nhân_viên chu_đáo nhiệt_tình vui_vẻ tôi đã mua nhiều sản_phẩm từ tgdđ và đmx nói_chung ok,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
rất đẹp rất tinh_xảo và còn sang_trọng quyền quý tôi rất mong_chờ được xem những dòng iphone mới ra nữa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nghi qua a con joy 3 đơ t rô i cx vâ y_sa i khoa n 10 bư a_ca i_la lô i ma y_mơ i ra toa n lô i pha i đơ i ba o ha nh lâu chê t ma y_mơ i ra ngon_thiê t ma sơ_lô i na_y lô i kia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mới mua 2 cái hôm_qua dùng rất ok nhân_viên dmx nhiệt_tình chu_đáo mở_cửa đón_tiếp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sản_phẩm xài quá tốt ở mức quá 3 triệu lần sau sẽ mua máy ở tgdd_cạch fpt có cả mở máy bằng khuôn_mặt cực nhậy hjj,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
sản_phẩm pin trâu cấu_hình tốt_sạc rất nhanh màn_hình đẹp giá tốt viền siêu_mỏng nhìn rất nam_tính cũng đắn_đo khi lựa_chọn nhưng mua rồi đúng không sai_lầm cho 5 sao từ cách phục_vụ của nhân_viên đến sản_phẩm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
hôm mình mua đt ở cửa_hàng mình có hỏi nhân_viên là đt có_thể kết_nối với máy_tính để tiện đưa nhạc hình_ảnh vào thẻ nhớ k thì nv bảo không được chỉ có_thể dùng đầu đọc thẻ nhớ thôi nhưng_mà hôm_nay mình thử kết_nối thì được làm mình mua cái đầu đọc thẻ nhớ rồi bỏ vì cái này rất dễ hư càng rẻ càng dễ hư tuy để hỗ_trợ tối_đa thẻ nhớ 16 gb nhưng mình xài thẻ 32 gb vẫn được mình chỉ nói vậy thôi nói_chung đt xài tốt_loa lớn pin tốt vì mình chủ_yếu nghe nhạc phần chọn nhạc hơi khó xài vì bị hạn_chế danh_sách tối_đa chỉ có 50 bài ds vừa chọn vừa đếm chọn lố 50 bài thì sẽ công_cốc chọn lại từ đầu,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mới mua sáng nay ak ak nơi chung là oke kb sau thì thế_nào e_nv tư_vấn bán hàng nhẹ_nhàng nhiệt_tình chu_đáo cho 5 sau 1 tháng sẽ rv lại cho ae kkk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mọi người đang sử_dụng oppo a9 có thấy khi cắm tai_phone vào thì cảm_ứng có vấn_đề ko ạ máy em đổi cái thứ 2 rồi mà vẫn bị vậy rất là bực_mình khi cắm tai nghe vào là bên khu_vực phím phía bên trái phải ấn mạnh nó mới ăn khi lướt face hoặc lướt xem youtube là nó tự chạm vào video khi mình đang lướt rất bực_mình mình mua máy ở tgdd ngã ba tam_hiệp_biên_hòa,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
quá tệ_messenger tự_động tắt bóng bóng_chát và lâu_lâu không thông_báo và youtube xem đang dở_thoát ra thì load lại từ đầu phim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mới mua 2 ngày camera chụp rất chán_thua cả con a50 mặc_dù độ phân_giải cao hơn đã liên_hệ muốn đổi máy nhưng nhân_viên bảo máy nào cũng như_vậy nên không hỗ_trợ cầm về xài tiếp nhưng không hài_lòng về lần mua máy này chắc chịu mất 20 để đổi máy khác quá,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sử_dụng 3 ngày thấy máy chạy rất ok chạy được youtube bình_thường chơi được liên_quân cờ chống cháy zalo facebook lite trong tầm giá 590 k vậy quá ngon rồi nên không đòi_hỏi gì,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
sản_phẩm tốt giá_cả hợp_lí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sao thanh điều_chỉnh độ sáng màn_hình nó cứ tự chạy_đi_chạy_lại vậy không biết máy bị lỗi hay sao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
đã suy_nghĩ rất nhiều và quyết_định lấy em nó và k thất_vọng sẽ ung_ho tha_gioi di_dong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mình mua con này đc 1 tháng rồi ra ngoài_trời màng hình_độ sáng ko được cao lắm đc cái bin 5000 mình lên mạng đọc báo lướt facebook_côi youtube bin cầm đc 2 ngày bin thì quá ok có mỗi tội là ko có sạc nhanh sạc 2 giờ 30 mới đầy còn lại ok hết ai muốn chơi game thì mua còn này là ok rồi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
mình đang xài thấy rất ok_mượt quay video đỉnh nhân_viên nhiệt_tình chu_đáo cái vẩy vẩy tay ok đấy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
mình xài vài tháng rồi và cảm_nhận máy ngon tốt trong tầm giá có nhiều bạn nói pin mau tuột sach lâu lên mình thấy pin trâu lắm mà lần nào đi công_tác cũng hơn 2 ngày mới sạc mà chưa lần nào pin xuống dưới 40 cả sạc cũng mau lên mà mình xài sạc theo máy chụp hình ngược sáng rất ok,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
đành là 3 tr6 không có tiền mua phải mua trả_góp mà máy gì đâu mà màn_hình_nhảy lung_tung lâu_lâu ko làm gì mà cũng nóng_máy đang lướt xem báo_mạng lại màn_hình đơ ra không cảm_ứng được chán_thua cả j4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
điện_thoại iphone sữ_dụng tốt không bị lỗi màu_sắc_đẹp đặc_biệt là màu đen thiết_kế nhỏ gọn đen bóng nghe gọi rõ_ràng sang_trọng phù_hợp với nhu_cầu sữ_dụng,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chất_lượng tuyệt_vời với tầm giá 9 tr vân_tay và nhận_diện khuôn_mặt cực_nhạy chụp ảnh thì khỏi bàn_cải,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
quá cùi lỗi blutut nghe nhạc đứt_khúc mạng 4 g kém y_như dt đập đá nghe gọi nói_chung lỗi tum_lum sai_lầm khi mua sp,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cho mik hỏi máy ss a71 này có sẵn một cái báo_thức khi mở lên pk ạ vì mik mới sử_dụng sản_phẩm của ss nên mik ko biết sợ sp ng ta sử_dụng rồi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
em là fan của xiaomi và đặc_biệt chỉ mua ở thế_giới di_động dùng qua nhiều dòng xiaomi rồi nhưng đến con note 9 pro này dùng cũng khá hay nhưng bị lỗi thi_thoảng mở khóa nên k có ứng_dụng j phải đợi 1 lúc mới hiện kiểu như bị chậm_ý mong thế_giới di_động nên hệ bên nhà_sản_xuất cho bản cập_nhật mới vá lỗi đi ạ_e cám_ơn mong có phản_hồi sớm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mình mới mua máy thấy máy này sóng điện_thoại chỉ được 2 đến 3 vạch thỉnh_thoảng mới được 4 đến 5 vạch,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giá này còn rất cao so với các dòng dt khác em này giảm xuống còn 6 tr chắc sẽ thu_hút khá nhiều người mua em 30 lite này,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dùng 2 tháng đầu ngon ơ_ko có vấn_đề gì nhưng gần đây lại bị lỗi sạc nóng máy tới 75 báo pin đầy phải khởi_động lại mới sạc đầy được đã bảo_hành đổi máy nhưng lại bị tiếp chỉ sau 2 ngày,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ad cho hỏi mình mới mua samsung a70 ngày 6 9 nhưng máy hay bị lỗi là khi mình thay_đổi nơi chốn là máy ko bắt dc_wifi đã đăng_nhập lúc trước mình mở phần cài_đặt wifi thì load hoài nhưng ko thấy hiện ra id của bất_cứ sóng wifi nào phải tắt nguồn khởi_động lại,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sao k xóa được google chorme tke đang dùng facebook thì bị nhảy sang google chorme rồi chạy quảng_cáo bị liên_tục làm ảnh_hưởng khi sử_dụng bực_mình quá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cảm biến_vân tay_tệ lắm ai mà khó_tính cái vân tay thì k nên nha đt 9 tr mà vân tay k phải 1 chạm lại còn sai liên_tục mình xài con j7 duo vân tay 1 chạm chưa bao_h thất_vọng cả,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mua được một ngày thấy pin nhanh hết quá còn lại đang trải_nghiệm sản_phẩm nhìn đẹp nhân_viên nhiệt_tình,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
đt ok nhé chíp sử_lý hơi_yếu và dòng này trải_nghiệm game tạm ổn nói_chung giá gần 8 tr như_vầy cũng ok_só các dòng samsung trước đã có nhiều cải_tiến,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
sản_phẩm của tôi vân_tay rất kém thường_xuyên ko nhân_diện được và phải dùng mật_khẩu pin thì dung_lượng 5 000 mah mà sử_dụng chỉ bằng những chiếc iphone có dung_lượng khoảng 2 500 mah bắn pubg thì khung_hình cực_kỳ vẫy bắn cứ vẫy_tứ tung chả bắn trúng địch được loa ngoài rất nhỏ chỉ được cái màn supper_oled với camera chụp cảnh ngon,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
samsung a51 kém quá không kết_nối được bluetooth bàn_phím không tiện không có chữ ê đ â,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ma_y mua gâ n tha_ng ca m nhận ma_y tâ m trung_ma rất ô_n sạc_cư c nhanh chụp hình đẹp ca 2 camera selfie_tư làm_đẹp kho i pha i chi nh x_sư du_ng facebook youtube xem ba o ca nga_y không hết pin tâ m 1 nga y_rươ i tha i đô_phục vu_tgdđ ơ 153 phan_đăng_lưu_phu nhuâ n tp hcm pha i no i râ t tô t cho 100 like cam_ơn các em đa_tư vâ n hươ ng dâ n_sư du_ng tâ n_ti nh_mo i ngươ i ha y_đa nh gia_kha ch quan_mi nh cu ng xài 5 ma y_rô i so sa nh rô i mơ i đa_nh gia,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
sản_phẩm đẹp_hợp thời_trang phù_hợp với nhu_cầu sử_dụng khá hài_lòng với sản_phẩm này,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chất_lượng sản_phẩm tốt mình không chơi game nhiều dùng lướt face xem youtube_vv thì cũng khá mượt_cam tạm ổn chụp đủ sáng tốt nhưng chụp đêm chưa ok lắm với_lại thi_thoảng cũng bị drop khỏi ứng_dụng,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nếu cố được thì thêm 200 k nữa mua con ss m31 thì ngon_bổ hơn con này rất nhiều mua ở shop samsung,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mua được 7 tháng bị tắt nguồn lên xuống miết rồi tắt luôn đem xuống bảo_hành bảo hư bo_mạch thay 2 tr5 mình là tín_đồ của oppo mà chừ quá thất_vọng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mua được 9 tháng rồi nói_chung tất_cả rất oke có_thể do các bạn nhầm cây bị lỗi thôi ngày_xưa note 9 là đã quá chuẩn quá mượt rồi còn note 10 thì ko_thể chê mình chưa gặp lỗi hay bị đơ máy gì hết,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ko tốt rồi giăt đứng máy treo máy bực_bởi lắm tình_đập luôn tiệt tiền nên thôi được 1 cai là camera tốt chíp g90 tệ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mua hôm 1 3 toi nay may_dung mưot trai nghiem tốt pin dùng lâu cam tốt không có chơi game nhiều nên không đòi_hỏi cấu_hình tốt đâu lần đầu dùng smartphone vivo thay tổng_thể thiết_kế cấu_hình cam_trai nghiem pin trâu nữa là ok_lam rồi rất hai long và cam_ơn nhan_vien n_a và quản_lý nam dmx duc hoa hạ_duc hoa nhiệt_tình vui_vẻ trong việc phục_vụ khách_hàng,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
máy sài dx tháng chơi gane giật ra mag tiếng máy 10 tr hơn máy quá tệ chơi game_mún đập máy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
đang sử_dụng và không hề nóng chỉ ấm ấm thôi lq bật max cũng rất mượt_fps rất ổn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mua sản_phẩm khi tgdd dag có khuyến_mãi mua máy mà dc tặng rất nhiều quà máy xài ngon chơi game ko giật lag bắn pubg chơi liên_quân max setting_mượt mà nhân_viên dễ_thương nhiệt_tình,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
mình khuyên mọi người thời_điểm này nên mua con 7 plus này đi vì quá ngon mà quá rẻ nữa mình mua dc 8 tháng r mà mọi thứ vẫn trơn_chu như ngày đầu mua pin ngày phải sạc 2 lần nói_chung là mình xài nhiều nên v cũng tạm ổn r camera ăn_đứt mấy con android bây_giờ đặc_biệt là con trai mà xài ip là auto đẹp_trai hehe,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
thật_sự là con huawei nova 2 i của mình nó trâu_bò thiệt mình sử_dụng được 2 năm rồi nhưng mình vẫn chưa thấy có hiện_tượng giật_lag gì ca bây_chơi game pin tụt nhanh thôi còn choi_vấn mượt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sản_phẩm dùng rất tốt_cam quá đẹp nhưng pin hơi yếu_nha iphone dùng các thao_tác cơ_bản thì quá ok nhưng nếu chơi game phải xem_lại máy nóng hơn so với các dòng android rất hay vị văng game nch chơi game chỉ tầm 1 h là cùng,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mơ i mua sa_ng nay lươ t_web xem phim ok câ_u hi_nh kha ngon_thiê t kê ok trong tâ m gia_ma ad chi_giu p ca ch chu_p ma_n hi_nh vơ i,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
mới mua chưa dùng đc nhiều nhưng thấy khá ổn_trừ phím nguồn dùng lực hơi nặng sản_phẩm cũng đáng_giá với đồng_tiền,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sóng wifi và 4 g yếu không chịu nổi dù máy khác chạy phà phà xài lầm lớn khi mua,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sài 2 tháng thì 1 ván liên_quân 8 tụt nhanh hơn cả dòng oppo ko biết dòng này pin tụt nhanh hay máy nữa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy oppo a91_xài thì ok chỉ mỗi cái bin quá dở không xài bin cũng tuột với máy quá nóng_xài không đáng đồng_tiền chút nào tóm_lại xài ok,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ma n hi_nh râ t da i nên thao ta c kho châ t lươ ng hiê n thi ke m vân tay qua tê_mơ kho a_râ t mâ t_thơ i_gian va kho khăn pin 4500 mah nhưng mau_hê t mua đươ c 2 hôm đa_pha i_tra ma y_va mâ t 20 gia_ma y,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ban_đầu mới mua thì pin trâu dc lắm nhưng khoảng 1 tháng là bắt_đầu nhanh hết ns chung là 4 sao là dc dc rồi trả_góp ban_đầu có tính lãi_suất cao quá,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
chơi game lâu giật lag quay clip game lag pin nhanh tụt k ổn còn lại ok,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dt quá tệ so với giá sóng yếu_loa rẻ hay bị đơ máy ko_mượt mà chơi game thì lag,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mình dùng đt gần 1 tháng rồi mấy ngày đầu pin thuộc dạng trâu_bò còn về sau pin có dấu_hiệu hao nhanh hơn chắc tại do dùng sạc nhanh nhiều làm ảnh_hưởng máy chiến_game đồ họa cao rất mượt_chơi lâu không nóng_máy ngoài_ra máy có 2 lỗi nhỏ là lỗi_camera không_thể kết_nối và loa_thoại ko nghe đc tiếng người khác gọi lại cần phải khởi_động lại mới hoạt_động bình_thường khá bất_tiện,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
giao diện máy xấu pin_sạc rất lâu mặc_dù quảng_cáo là sạc nhanh đã thế pin_tụt rất nhanh nhất là khi còn 70 trở xuống chỉ là đem thông_số quảng_cáo cho oai bỏ tiền ra mà chẳng hài_lòng chút nào,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mua dc 3 ngày rồi màu vàng mới xài bữa đầu ok bữa thứ 3 là hơi hao_pin rồi để theo_dõi tiếp xem sao,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mới dùng 4 tháng jo bị đơ liên_tục biết zậy mua joy 3 vsmart dùng anh_em ai mua con này thì né ra nha,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mới mua hôm_nay thấy sản_phẩm ổn nhưng thời_gian dài s thì k biết với_lại mình góp_ý là nên cho các bạn bán hàng tư_vấn sâu hơn tận_tình hơn với các bạn nữ chưa xinh cho lắm hihi nên chú_ý hơn mình mua ở điện_máy xanh lai_vung nói chúng là cửa_hàng ổn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sân_phẩm tốt pin trâu câmera đẹp có_điều chơi liên_quân bắt fps cao_combat sẽ bị giựt lag,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mua gần một tháng máy chậy rất mượt_cảm biến_vân tay và nhận_diện khuôn_mặt rất ok_bin bền anh chụp rõ nét rất phù_hợp chụp hình dành cho công_việc room không nổ và mờ_hình nói_chung rất đáng để mua,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
màn_hình hd xem nó mờ_mờ ảo ảo camera mp cao mà chụp hình kém mờ_mờ sao ý vào xem hình hay bị mờ chơi game pubg thì giật giật ram 8 gb_gi chạy chậm quá với độ nhạy bàn_phím quá kém,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tốt nên mua mượt lắm xài sướng lắm luôn chơi liên_quân pubg mượt camera đẹp nhưng k hiểu sao video call zalo mess hình_ảnh k đẹp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sản_phẩm giá_cả phải_chăng trải_nghiệm mượt mà định mua nhưng chờ khuyến_mãi như_thế_nào,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
sài cũng được tháng mọi thứ rất ok_trừ cái lỗi nhỏ tắt hết loa nhưng có 1 số ứng_dụng vẫn phát ra âm_thanh vd như cac clip quảng_cáo tự chạy trong file ảnh video của mình,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sau kia sài đc 1 tháng thì thấy pin tuột hơi nhanh xem ytb tik tok tầm 20 p là máy rất nóng ở phần camera còn game thì choi liên_quân cx đc nhưng phải chỉnh_cấu_hình thấp mới choi đc nhưng cx ko mượt mấy có lúc đang chơi hoặc lướt wed cx bị văng ra khó_chịu vãiiiiii còn mấy khác thì ok,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mình vừa mua máy hôm_nay bản màu ghi cảm_nhận là quá tuyệt_vời và ko có vấn_đề gì để chê_trách màn_hình 120 ghz quá đẳng_cấp camera_đỉnh nói_chung là tốt nhưng ko biết do máy mới nên pin chưa ổn hay sao mà thấy pin sụt sụt hơi lo_lắng hicc,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sao máy mình mới mua gắn sim 1 với sim 2 sim 1 bị mất sóng liên_tục không không hiểu tại_sao nữa có ai bị giống mình không,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xài rất oke mong lần tới ra phiên bảng cập_nhật tốt hơn về độ nhạy_khởi_động game lượt qua_lại mượt hơn cần tối_ưu về game có vào phần k thik lắm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mình mới mua máy được hơn 10 ngày máy đẹp nhưng sao xem video rật không být do máy hay bị zi_pin thì tụt hơi nhanh so với những máy khác,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phải nói là con máy_tệ nhất từng mua máy ra sáng nhìn muốn nổ con mắt sóng yếu 4 g chập_chờn mua về dùng con redmi note 4 củ chuối phát wifi để dùng pin ko dùng tụt cũng nhanh đổi máy mới cũng tương_tự giá 8 tr mà mua máy này thì chán,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
giá wá cao_sản_phẩm bình_thường hơn con a51 tý mà giá trên mây sản_phẩm sam quá chán nên xem_lại giá này mua not9 cũ đc r,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
máy quá ngon phải nói là khỏe nhất phân_khúc 4 củ quá toàn_diện pin trâu chip_khỏe xạc nhanh chiến_game quá tốt nói_chung là ngon 5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
em live 4 quá tuyệt_luôn tóm_lại vẫn tuyệt_iu iu iu iu iu iu iu iu iu iu iu cuồng vin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mới mua h qua máy xài ok pin lâu hôm_qua mua 10 h 45 pin mà dùng tới sáng nay lên face và coi_video thường_xuyên chưa bit sau naygmf thế_bào nhug giờ tạm ổn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy tốt pin trâu tảu phần_mềm rất nhanh camera tạm ổn chứ không đến_nỗi tệ chơi game tốt sạc 2 tiếng là đầy màn_hình máy rất to 6 5 inch khó bỏ vừa túi tầm này chọn vivo rất ổn mọi người nên mua,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
